/home/pckung/anaconda3/envs/radarfields/lib/python3.9/site-packages/tyro/_fields.py:180: UserWarning: The field max_range is annotated with type <class 'float'>, but the default value None has type <class 'NoneType'>. We'll try to handle this gracefully, but it may cause unexpected behavior.
  warnings.warn(
/home/pckung/anaconda3/envs/radarfields/lib/python3.9/site-packages/tyro/_fields.py:180: UserWarning: The field pause_geo_opt_after is annotated with type <class 'int'>, but the default value None has type <class 'NoneType'>. We'll try to handle this gracefully, but it may cause unexpected behavior.
  warnings.warn(
wandb: Currently logged in as: frankkung to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Tracking run with wandb version 0.19.6
wandb: Run data is saved locally in /home/pckung/gsplat/wandb/run-20250514_000316-yz2qs5la
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run boreas-2021-01-26-11-22_frame_460_500_20250514_000315
wandb: ⭐️ View project at https://wandb.ai/frankkung/radar_gs
wandb: 🚀 View run at https://wandb.ai/frankkung/radar_gs/runs/yz2qs5la
Start experiment: boreas-2021-01-26-11-22_frame_460_500_20250514_000315
[Parser] 40 images, taken by 1 cameras.
overwrite use_polar with cfg
Scene scale: 148.49035393742375
Model initialized. Number of GS: 20000

  0%|          | 0/2000 [00:00<?, ?it/s]
loss=2.891| sh degree=0| :   0%|          | 0/2000 [00:02<?, ?it/s]
loss=2.891| sh degree=0| :   0%|          | 1/2000 [00:06<3:45:54,  6.78s/it]
loss=3.189| sh degree=0| :   0%|          | 1/2000 [00:06<3:45:54,  6.78s/it]
loss=3.189| sh degree=0| :   0%|          | 2/2000 [00:06<1:36:34,  2.90s/it]
loss=2.820| sh degree=0| :   0%|          | 2/2000 [00:07<1:36:34,  2.90s/it]
loss=2.820| sh degree=0| :   0%|          | 3/2000 [00:07<54:57,  1.65s/it]  
loss=2.910| sh degree=0| :   0%|          | 3/2000 [00:07<54:57,  1.65s/it]
loss=2.910| sh degree=0| :   0%|          | 4/2000 [00:07<36:42,  1.10s/it]
loss=2.723| sh degree=0| :   0%|          | 4/2000 [00:07<36:42,  1.10s/it]
loss=2.723| sh degree=0| :   0%|          | 5/2000 [00:07<25:27,  1.31it/s]
loss=2.576| sh degree=0| :   0%|          | 5/2000 [00:07<25:27,  1.31it/s]
loss=2.576| sh degree=0| :   0%|          | 6/2000 [00:07<18:14,  1.82it/s]
loss=2.575| sh degree=0| :   0%|          | 6/2000 [00:07<18:14,  1.82it/s]
loss=2.575| sh degree=0| :   0%|          | 7/2000 [00:07<13:41,  2.42it/s]
loss=2.694| sh degree=0| :   0%|          | 7/2000 [00:07<13:41,  2.42it/s]
loss=2.694| sh degree=0| :   0%|          | 8/2000 [00:07<10:44,  3.09it/s]
loss=2.648| sh degree=0| :   0%|          | 8/2000 [00:08<10:44,  3.09it/s]
loss=2.648| sh degree=0| :   0%|          | 9/2000 [00:08<10:34,  3.14it/s]
loss=1.891| sh degree=0| :   1%|▏         | 26/2000 [00:10<04:14,  7.76it/s]
loss=2.100| sh degree=0| :   1%|▏         | 26/2000 [00:11<04:14,  7.76it/s]
loss=2.100| sh degree=0| :   1%|▏         | 27/2000 [00:11<04:00,  8.20it/s]
loss=2.004| sh degree=0| :   1%|▏         | 27/2000 [00:11<04:00,  8.20it/s]
loss=2.004| sh degree=0| :   1%|▏         | 28/2000 [00:11<04:24,  7.45it/s]
loss=1.950| sh degree=0| :   1%|▏         | 28/2000 [00:11<04:24,  7.45it/s]
loss=1.950| sh degree=0| :   1%|▏         | 29/2000 [00:11<04:10,  7.87it/s]
loss=1.774| sh degree=0| :   1%|▏         | 29/2000 [00:11<04:10,  7.87it/s]
loss=1.774| sh degree=0| :   2%|▏         | 30/2000 [00:11<04:02,  8.14it/s]
loss=1.835| sh degree=0| :   2%|▏         | 30/2000 [00:11<04:02,  8.14it/s]
loss=1.734| sh degree=0| :   2%|▏         | 30/2000 [00:11<04:02,  8.14it/s]
loss=1.734| sh degree=0| :   2%|▏         | 32/2000 [00:11<03:42,  8.86it/s]
loss=1.775| sh degree=0| :   2%|▏         | 32/2000 [00:11<03:42,  8.86it/s]
loss=1.775| sh degree=0| :   2%|▏         | 33/2000 [00:11<05:39,  5.80it/s]
loss=1.895| sh degree=0| :   2%|▏         | 33/2000 [00:12<05:39,  5.80it/s]
loss=1.895| sh degree=0| :   2%|▏         | 34/2000 [00:12<05:13,  6.27it/s]
loss=1.656| sh degree=0| :   2%|▏         | 34/2000 [00:12<05:13,  6.27it/s]
loss=1.656| sh degree=0| :   2%|▏         | 35/2000 [00:12<05:05,  6.44it/s]
loss=1.634| sh degree=0| :   2%|▏         | 35/2000 [00:12<05:05,  6.44it/s]
loss=1.634| sh degree=0| :   2%|▏         | 36/2000 [00:12<04:37,  7.07it/s]
loss=1.779| sh degree=0| :   2%|▏         | 36/2000 [00:12<04:37,  7.07it/s]
loss=1.779| sh degree=0| :   2%|▏         | 37/2000 [00:12<04:18,  7.59it/s]
loss=1.842| sh degree=0| :   2%|▏         | 37/2000 [00:12<04:18,  7.59it/s]
loss=1.842| sh degree=0| :   2%|▏         | 38/2000 [00:12<04:42,  6.95it/s]
loss=1.684| sh degree=0| :   2%|▏         | 38/2000 [00:12<04:42,  6.95it/s]
loss=1.769| sh degree=0| :   2%|▏         | 38/2000 [00:12<04:42,  6.95it/s]
loss=1.769| sh degree=0| :   2%|▏         | 40/2000 [00:12<04:09,  7.87it/s]
loss=1.550| sh degree=0| :   2%|▏         | 40/2000 [00:12<04:09,  7.87it/s]
loss=1.550| sh degree=0| :   2%|▏         | 41/2000 [00:12<04:00,  8.15it/s]
loss=1.877| sh degree=0| :   2%|▏         | 41/2000 [00:13<04:00,  8.15it/s]
loss=1.877| sh degree=0| :   2%|▏         | 42/2000 [00:13<04:13,  7.71it/s]
loss=1.836| sh degree=0| :   2%|▏         | 42/2000 [00:13<04:13,  7.71it/s]
loss=1.494| sh degree=0| :   2%|▏         | 42/2000 [00:13<04:13,  7.71it/s]
loss=1.494| sh degree=0| :   2%|▏         | 44/2000 [00:13<03:42,  8.81it/s]
loss=1.471| sh degree=0| :   2%|▏         | 44/2000 [00:13<03:42,  8.81it/s]
loss=1.604| sh degree=0| :   2%|▏         | 44/2000 [00:13<03:42,  8.81it/s]
loss=1.604| sh degree=0| :   2%|▏         | 46/2000 [00:13<03:23,  9.58it/s]
loss=1.608| sh degree=0| :   2%|▏         | 46/2000 [00:13<03:23,  9.58it/s]
loss=1.608| sh degree=0| :   2%|▏         | 47/2000 [00:13<03:30,  9.26it/s]
loss=1.520| sh degree=0| :   2%|▏         | 47/2000 [00:13<03:30,  9.26it/s]
loss=1.676| sh degree=0| :   2%|▏         | 47/2000 [00:13<03:30,  9.26it/s]
loss=1.676| sh degree=0| :   2%|▏         | 49/2000 [00:13<03:25,  9.48it/s]
loss=1.722| sh degree=0| :   2%|▏         | 49/2000 [00:13<03:25,  9.48it/s]
loss=1.722| sh degree=0| :   2%|▎         | 50/2000 [00:13<03:34,  9.10it/s]
loss=1.738| sh degree=0| :   2%|▎         | 50/2000 [00:14<03:34,  9.10it/s]
loss=1.318| sh degree=0| :   2%|▎         | 50/2000 [00:14<03:34,  9.10it/s]
loss=1.318| sh degree=0| :   3%|▎         | 52/2000 [00:14<03:18,  9.80it/s]
loss=1.405| sh degree=0| :   3%|▎         | 52/2000 [00:14<03:18,  9.80it/s]
loss=1.405| sh degree=0| :   3%|▎         | 53/2000 [00:14<03:18,  9.81it/s]
loss=1.744| sh degree=0| :   3%|▎         | 53/2000 [00:14<03:18,  9.81it/s]
loss=1.744| sh degree=0| :   3%|▎         | 54/2000 [00:14<03:24,  9.51it/s]
loss=1.653| sh degree=0| :   3%|▎         | 54/2000 [00:14<03:24,  9.51it/s]
loss=1.653| sh degree=0| :   3%|▎         | 55/2000 [00:14<03:41,  8.79it/s]
loss=1.554| sh degree=0| :   3%|▎         | 55/2000 [00:14<03:41,  8.79it/s]
loss=1.624| sh degree=0| :   3%|▎         | 55/2000 [00:14<03:41,  8.79it/s]
loss=1.624| sh degree=0| :   3%|▎         | 57/2000 [00:14<03:24,  9.51it/s]
loss=1.456| sh degree=0| :   3%|▎         | 57/2000 [00:14<03:24,  9.51it/s]
loss=1.506| sh degree=0| :   3%|▎         | 57/2000 [00:14<03:24,  9.51it/s]
loss=1.506| sh degree=0| :   3%|▎         | 59/2000 [00:14<03:15,  9.92it/s]
loss=1.658| sh degree=0| :   3%|▎         | 59/2000 [00:14<03:15,  9.92it/s]
loss=1.343| sh degree=0| :   3%|▎         | 59/2000 [00:15<03:15,  9.92it/s]
loss=1.343| sh degree=0| :   3%|▎         | 61/2000 [00:15<03:24,  9.46it/s]
loss=1.541| sh degree=0| :   3%|▎         | 61/2000 [00:15<03:24,  9.46it/s]
loss=1.339| sh degree=0| :   3%|▎         | 61/2000 [00:15<03:24,  9.46it/s]
loss=1.339| sh degree=0| :   3%|▎         | 63/2000 [00:15<03:28,  9.29it/s]
loss=1.683| sh degree=0| :   3%|▎         | 63/2000 [00:15<03:28,  9.29it/s]
loss=1.322| sh degree=0| :   3%|▎         | 63/2000 [00:15<03:28,  9.29it/s]
loss=1.322| sh degree=0| :   3%|▎         | 65/2000 [00:15<04:35,  7.03it/s]
loss=1.619| sh degree=0| :   3%|▎         | 65/2000 [00:15<04:35,  7.03it/s]
loss=1.619| sh degree=0| :   3%|▎         | 66/2000 [00:15<04:21,  7.39it/s]
loss=1.605| sh degree=0| :   3%|▎         | 66/2000 [00:15<04:21,  7.39it/s]
loss=1.394| sh degree=0| :   3%|▎         | 66/2000 [00:15<04:21,  7.39it/s]
loss=1.394| sh degree=0| :   3%|▎         | 68/2000 [00:15<03:53,  8.28it/s]
loss=1.273| sh degree=0| :   3%|▎         | 68/2000 [00:16<03:53,  8.28it/s]
loss=1.304| sh degree=0| :   3%|▎         | 68/2000 [00:16<03:53,  8.28it/s]
loss=1.304| sh degree=0| :   4%|▎         | 70/2000 [00:16<03:31,  9.12it/s]
loss=1.529| sh degree=0| :   4%|▎         | 70/2000 [00:16<03:31,  9.12it/s]
loss=1.529| sh degree=0| :   4%|▎         | 71/2000 [00:16<03:30,  9.18it/s]
loss=1.461| sh degree=0| :   4%|▎         | 71/2000 [00:16<03:30,  9.18it/s]
loss=1.461| sh degree=0| :   4%|▎         | 72/2000 [00:16<03:30,  9.16it/s]
loss=1.604| sh degree=0| :   4%|▎         | 72/2000 [00:16<03:30,  9.16it/s]
loss=1.470| sh degree=0| :   4%|▎         | 72/2000 [00:16<03:30,  9.16it/s]
loss=1.470| sh degree=0| :   4%|▎         | 74/2000 [00:16<03:15,  9.87it/s]
loss=1.441| sh degree=0| :   4%|▎         | 74/2000 [00:16<03:15,  9.87it/s]
loss=1.349| sh degree=0| :   4%|▎         | 74/2000 [00:16<03:15,  9.87it/s]
loss=1.349| sh degree=0| :   4%|▍         | 76/2000 [00:16<03:08, 10.20it/s]
loss=1.155| sh degree=0| :   4%|▍         | 76/2000 [00:16<03:08, 10.20it/s]
loss=1.366| sh degree=0| :   4%|▍         | 76/2000 [00:16<03:08, 10.20it/s]
loss=1.366| sh degree=0| :   4%|▍         | 78/2000 [00:16<02:56, 10.91it/s]
loss=1.424| sh degree=0| :   4%|▍         | 78/2000 [00:17<02:56, 10.91it/s]
loss=1.244| sh degree=0| :   4%|▍         | 78/2000 [00:17<02:56, 10.91it/s]
loss=1.244| sh degree=0| :   4%|▍         | 80/2000 [00:17<03:11, 10.05it/s]
loss=1.240| sh degree=0| :   4%|▍         | 80/2000 [00:17<03:11, 10.05it/s]
loss=1.285| sh degree=0| :   4%|▍         | 80/2000 [00:17<03:11, 10.05it/s]
loss=1.285| sh degree=0| :   4%|▍         | 82/2000 [00:17<03:11, 10.02it/s]
loss=1.397| sh degree=0| :   4%|▍         | 82/2000 [00:17<03:11, 10.02it/s]
loss=1.547| sh degree=0| :   4%|▍         | 82/2000 [00:17<03:11, 10.02it/s]
loss=1.547| sh degree=0| :   4%|▍         | 84/2000 [00:17<03:11, 10.02it/s]
loss=1.504| sh degree=0| :   4%|▍         | 84/2000 [00:17<03:11, 10.02it/s]
loss=1.357| sh degree=0| :   4%|▍         | 84/2000 [00:17<03:11, 10.02it/s]
loss=1.357| sh degree=0| :   4%|▍         | 86/2000 [00:17<02:59, 10.66it/s]
loss=1.193| sh degree=0| :   4%|▍         | 86/2000 [00:17<02:59, 10.66it/s]
loss=1.339| sh degree=0| :   4%|▍         | 86/2000 [00:17<02:59, 10.66it/s]
loss=1.339| sh degree=0| :   4%|▍         | 88/2000 [00:17<02:54, 10.98it/s]
loss=1.150| sh degree=0| :   4%|▍         | 88/2000 [00:17<02:54, 10.98it/s]
loss=1.409| sh degree=0| :   4%|▍         | 88/2000 [00:18<02:54, 10.98it/s]
loss=1.409| sh degree=0| :   4%|▍         | 90/2000 [00:18<02:54, 10.96it/s]
loss=1.465| sh degree=0| :   4%|▍         | 90/2000 [00:18<02:54, 10.96it/s]
loss=1.144| sh degree=0| :   4%|▍         | 90/2000 [00:18<02:54, 10.96it/s]
loss=1.144| sh degree=0| :   5%|▍         | 92/2000 [00:18<02:54, 10.96it/s]
loss=1.297| sh degree=0| :   5%|▍         | 92/2000 [00:18<02:54, 10.96it/s]
loss=1.122| sh degree=0| :   5%|▍         | 92/2000 [00:18<02:54, 10.96it/s]
loss=1.122| sh degree=0| :   5%|▍         | 94/2000 [00:18<02:43, 11.67it/s]
loss=1.467| sh degree=0| :   5%|▍         | 94/2000 [00:18<02:43, 11.67it/s]
loss=1.369| sh degree=0| :   5%|▍         | 94/2000 [00:18<02:43, 11.67it/s]
loss=1.369| sh degree=0| :   5%|▍         | 96/2000 [00:18<02:39, 11.93it/s]
loss=1.160| sh degree=0| :   5%|▍         | 96/2000 [00:18<02:39, 11.93it/s]
loss=1.442| sh degree=0| :   5%|▍         | 96/2000 [00:18<02:39, 11.93it/s]
loss=1.442| sh degree=0| :   5%|▍         | 98/2000 [00:18<03:48,  8.33it/s]
loss=1.314| sh degree=0| :   5%|▍         | 98/2000 [00:19<03:48,  8.33it/s]
loss=1.314| sh degree=0| :   5%|▍         | 99/2000 [00:19<03:52,  8.19it/s]
loss=1.345| sh degree=0| :   5%|▍         | 99/2000 [00:19<03:52,  8.19it/s]
loss=1.349| sh degree=0| :   5%|▍         | 99/2000 [00:19<03:52,  8.19it/s]
loss=1.349| sh degree=0| :   5%|▌         | 101/2000 [00:23<25:00,  1.27it/s]
loss=1.476| sh degree=0| :   5%|▌         | 101/2000 [00:23<25:00,  1.27it/s]
loss=1.476| sh degree=0| :   5%|▌         | 102/2000 [00:23<20:47,  1.52it/s]
loss=1.080| sh degree=0| :   5%|▌         | 102/2000 [00:23<20:47,  1.52it/s]
loss=1.268| sh degree=0| :   5%|▌         | 102/2000 [00:23<20:47,  1.52it/s]
loss=1.268| sh degree=0| :   5%|▌         | 104/2000 [00:23<14:16,  2.21it/s]
loss=1.320| sh degree=0| :   5%|▌         | 104/2000 [00:23<14:16,  2.21it/s]
loss=1.159| sh degree=0| :   5%|▌         | 104/2000 [00:23<14:16,  2.21it/s]
loss=1.159| sh degree=0| :   5%|▌         | 106/2000 [00:23<10:28,  3.02it/s]
loss=1.314| sh degree=0| :   5%|▌         | 106/2000 [00:23<10:28,  3.02it/s]
loss=1.152| sh degree=0| :   5%|▌         | 106/2000 [00:23<10:28,  3.02it/s]
loss=1.152| sh degree=0| :   5%|▌         | 108/2000 [00:23<07:58,  3.95it/s]
loss=1.191| sh degree=0| :   5%|▌         | 108/2000 [00:24<07:58,  3.95it/s]
loss=1.219| sh degree=0| :   5%|▌         | 108/2000 [00:24<07:58,  3.95it/s]
loss=1.219| sh degree=0| :   6%|▌         | 110/2000 [00:24<06:11,  5.09it/s]
loss=1.115| sh degree=0| :   6%|▌         | 110/2000 [00:24<06:11,  5.09it/s]
loss=1.404| sh degree=0| :   6%|▌         | 110/2000 [00:24<06:11,  5.09it/s]
loss=1.404| sh degree=0| :   6%|▌         | 112/2000 [00:24<04:59,  6.29it/s]
loss=1.397| sh degree=0| :   6%|▌         | 112/2000 [00:24<04:59,  6.29it/s]
loss=1.351| sh degree=0| :   6%|▌         | 112/2000 [00:24<04:59,  6.29it/s]
loss=1.351| sh degree=0| :   6%|▌         | 114/2000 [00:24<04:17,  7.32it/s]
loss=1.403| sh degree=0| :   6%|▌         | 114/2000 [00:24<04:17,  7.32it/s]
loss=1.056| sh degree=0| :   6%|▌         | 114/2000 [00:24<04:17,  7.32it/s]
loss=1.056| sh degree=0| :   6%|▌         | 116/2000 [00:24<03:41,  8.50it/s]
loss=1.288| sh degree=0| :   6%|▌         | 116/2000 [00:24<03:41,  8.50it/s]
loss=1.418| sh degree=0| :   6%|▌         | 116/2000 [00:24<03:41,  8.50it/s]
loss=1.418| sh degree=0| :   6%|▌         | 118/2000 [00:24<03:21,  9.33it/s]
loss=1.089| sh degree=0| :   6%|▌         | 118/2000 [00:24<03:21,  9.33it/s]
loss=1.355| sh degree=0| :   6%|▌         | 118/2000 [00:24<03:21,  9.33it/s]
loss=1.355| sh degree=0| :   6%|▌         | 120/2000 [00:24<03:14,  9.67it/s]
loss=1.025| sh degree=0| :   6%|▌         | 120/2000 [00:24<03:14,  9.67it/s]
loss=1.225| sh degree=0| :   6%|▌         | 120/2000 [00:25<03:14,  9.67it/s]
loss=1.225| sh degree=0| :   6%|▌         | 122/2000 [00:25<02:58, 10.51it/s]
loss=1.214| sh degree=0| :   6%|▌         | 122/2000 [00:25<02:58, 10.51it/s]
loss=1.279| sh degree=0| :   6%|▌         | 122/2000 [00:25<02:58, 10.51it/s]
loss=1.279| sh degree=0| :   6%|▌         | 124/2000 [00:25<02:52, 10.86it/s]
loss=1.257| sh degree=0| :   6%|▌         | 124/2000 [00:25<02:52, 10.86it/s]
loss=1.060| sh degree=0| :   6%|▌         | 124/2000 [00:25<02:52, 10.86it/s]
loss=1.060| sh degree=0| :   6%|▋         | 126/2000 [00:25<02:40, 11.69it/s]
loss=1.144| sh degree=0| :   6%|▋         | 126/2000 [00:25<02:40, 11.69it/s]
loss=1.015| sh degree=0| :   6%|▋         | 126/2000 [00:25<02:40, 11.69it/s]
loss=1.015| sh degree=0| :   6%|▋         | 128/2000 [00:25<02:34, 12.15it/s]
loss=1.055| sh degree=0| :   6%|▋         | 128/2000 [00:25<02:34, 12.15it/s]
loss=1.351| sh degree=0| :   6%|▋         | 128/2000 [00:25<02:34, 12.15it/s]
loss=1.351| sh degree=0| :   6%|▋         | 130/2000 [00:25<03:37,  8.60it/s]
loss=1.188| sh degree=0| :   6%|▋         | 130/2000 [00:26<03:37,  8.60it/s]
loss=1.308| sh degree=0| :   6%|▋         | 130/2000 [00:26<03:37,  8.60it/s]
loss=1.308| sh degree=0| :   7%|▋         | 132/2000 [00:26<03:24,  9.13it/s]
loss=1.247| sh degree=0| :   7%|▋         | 132/2000 [00:26<03:24,  9.13it/s]
loss=0.977| sh degree=0| :   7%|▋         | 132/2000 [00:26<03:24,  9.13it/s]
loss=0.977| sh degree=0| :   7%|▋         | 134/2000 [00:26<03:08,  9.89it/s]
loss=1.376| sh degree=0| :   7%|▋         | 134/2000 [00:26<03:08,  9.89it/s]
loss=1.092| sh degree=0| :   7%|▋         | 134/2000 [00:26<03:08,  9.89it/s]
loss=1.092| sh degree=0| :   7%|▋         | 136/2000 [00:26<02:55, 10.59it/s]
loss=1.314| sh degree=0| :   7%|▋         | 136/2000 [00:26<02:55, 10.59it/s]
loss=1.133| sh degree=0| :   7%|▋         | 136/2000 [00:26<02:55, 10.59it/s]
loss=1.133| sh degree=0| :   7%|▋         | 138/2000 [00:26<02:53, 10.75it/s]
loss=1.347| sh degree=0| :   7%|▋         | 138/2000 [00:26<02:53, 10.75it/s]
loss=0.990| sh degree=0| :   7%|▋         | 138/2000 [00:26<02:53, 10.75it/s]
loss=0.990| sh degree=0| :   7%|▋         | 140/2000 [00:26<02:41, 11.53it/s]
loss=1.220| sh degree=0| :   7%|▋         | 140/2000 [00:26<02:41, 11.53it/s]
loss=1.342| sh degree=0| :   7%|▋         | 140/2000 [00:26<02:41, 11.53it/s]
loss=1.342| sh degree=0| :   7%|▋         | 142/2000 [00:26<02:42, 11.40it/s]
loss=1.218| sh degree=0| :   7%|▋         | 142/2000 [00:26<02:42, 11.40it/s]
loss=1.088| sh degree=0| :   7%|▋         | 142/2000 [00:27<02:42, 11.40it/s]
loss=1.088| sh degree=0| :   7%|▋         | 144/2000 [00:27<02:39, 11.61it/s]
loss=1.007| sh degree=0| :   7%|▋         | 144/2000 [00:27<02:39, 11.61it/s]
loss=1.329| sh degree=0| :   7%|▋         | 144/2000 [00:27<02:39, 11.61it/s]
loss=1.329| sh degree=0| :   7%|▋         | 146/2000 [00:27<02:38, 11.67it/s]
loss=1.035| sh degree=0| :   7%|▋         | 146/2000 [00:27<02:38, 11.67it/s]
loss=1.078| sh degree=0| :   7%|▋         | 146/2000 [00:27<02:38, 11.67it/s]
loss=1.078| sh degree=0| :   7%|▋         | 148/2000 [00:27<02:41, 11.46it/s]
loss=1.374| sh degree=0| :   7%|▋         | 148/2000 [00:27<02:41, 11.46it/s]
loss=1.003| sh degree=0| :   7%|▋         | 148/2000 [00:27<02:41, 11.46it/s]
loss=1.003| sh degree=0| :   8%|▊         | 150/2000 [00:27<02:42, 11.36it/s]
loss=1.172| sh degree=0| :   8%|▊         | 150/2000 [00:27<02:42, 11.36it/s]
loss=1.223| sh degree=0| :   8%|▊         | 150/2000 [00:27<02:42, 11.36it/s]
loss=1.223| sh degree=0| :   8%|▊         | 152/2000 [00:27<02:43, 11.29it/s]
loss=0.942| sh degree=0| :   8%|▊         | 152/2000 [00:27<02:43, 11.29it/s]
loss=1.156| sh degree=0| :   8%|▊         | 152/2000 [00:28<02:43, 11.29it/s]
